;pH;sulphates;alcohol;quality
3346;3.12;0.5;10.6;6
3347;3.15;0.52;10.8;6
3348;3.17;0.39;10.9;6
3349;3.34;0.5;9.9;6
3350;3.08;0.59;11.3;6
3351;3.22;0.38;12.6;6
3352;2.96;0.39;12.5;6
3353;3.02;0.38;12.4;6
3354;3.31;0.57;11.8;7
3355;3.18;0.53;12.2;6
3356;3.19;0.37;10.7;6
3357;3.17;0.42;11.3;7
3358;2.96;0.39;12.5;6
3359;3.02;0.38;12.4;6
3360;3.05;0.53;11.3;7
3361;3.34;0.5;9.9;6
3362;3.08;0.59;11.3;6
3363;3.22;0.38;12.6;6
3364;3.14;0.38;11.5;6
3365;2.98;0.49;12.3;7
3366;2.97;0.42;12.2;6
3367;3.08;0.43;13.2;6
3368;3.13;0.45;10.2;6
3369;3.05;0.55;11.5;7
3370;3.08;0.43;13.2;6
3371;2.97;0.42;12.2;6
3372;3.47;0.5;11.0;6
3373;2.98;0.43;13.2;7
3374;3.32;0.44;9.5;5
3375;3.25;0.53;10.2;6
3376;3.13;0.45;10.2;6
3377;3.0;0.55;11.4;6
3378;3.16;0.42;12.5;8
3379;3.01;0.43;9.2;5
3380;3.28;0.48;12.1;7
3381;3.1;0.44;10.7;7
3382;3.28;0.48;12.1;7
3383;3.38;0.55;11.2;6
3384;3.25;0.56;10.6;6
3385;3.06;0.45;11.8;6
3386;3.16;0.42;12.5;8
3387;3.01;0.43;9.2;5
3388;2.95;0.54;12.6;6
3389;3.13;0.55;12.8;7
3390;3.0;0.37;12.3;6
3391;2.99;0.38;12.3;8
3392;2.98;0.37;12.4;6
3393;2.93;0.42;12.3;6
3394;3.2;0.53;9.1;5
3395;3.2;0.54;9.1;5
3396;3.1;0.47;10.6;6
3397;3.19;0.47;10.3;6
3398;3.39;0.65;9.5;5
3399;3.25;0.49;11.1;6
3400;3.12;0.51;10.8;6
3401;2.94;0.47;11.2;5
3402;3.12;0.51;10.8;6
3403;2.87;0.49;11.4;5
3404;3.21;0.52;11.2;6
3405;3.19;0.5;10.2;6
3406;3.25;0.49;11.1;6
3407;3.39;0.65;9.5;5
3408;3.12;0.49;10.2;6
3409;3.37;0.43;11.0;3
3410;3.15;0.45;11.5;7
3411;3.05;0.57;9.8;6
3412;3.11;0.51;10.1;6
3413;2.95;0.75;8.8;6
3414;3.15;0.45;11.5;7
3415;3.39;0.43;12.7;7
3416;3.1;0.51;9.8;6
3417;3.16;0.6;12.9;4
3418;3.1;0.51;9.8;6
3419;3.39;0.43;12.7;7
3420;3.01;0.44;8.5;5
3421;3.24;0.56;12.7;8
3422;2.98;0.64;13.1;8
3423;3.35;0.78;9.1;5
3424;3.36;0.71;12.5;6
3425;3.34;0.78;9.1;6
3426;3.34;0.78;9.1;6
3427;3.33;0.5;11.2;6
3428;3.36;0.71;12.5;6
3429;3.35;0.78;9.1;5
3430;3.34;0.78;9.1;6
3431;3.34;0.77;9.1;6
3432;3.24;0.35;11.5;5
3433;3.05;0.59;12.9;7
3434;2.95;0.39;12.5;6
3435;3.25;0.33;12.3;6
3436;3.1;0.85;11.4;6
3437;3.22;0.45;9.4;5
3438;3.11;0.53;9.1;5
3439;3.22;0.45;9.4;5
3440;3.16;0.66;12.0;5
3441;3.18;0.53;11.1;5
3442;3.1;0.33;11.8;7
3443;3.24;0.32;11.4;6
3444;3.11;0.53;9.1;5
3445;3.19;0.71;12.1;8
3446;3.15;0.44;10.4;6
3447;3.12;0.36;9.2;6
3448;3.29;0.46;13.0;7
3449;3.19;0.71;12.1;8
3450;2.93;0.43;11.5;7
3451;2.93;0.43;11.5;7
3452;3.23;0.7;10.0;5
3453;3.25;0.49;11.1;6
3454;3.26;0.35;12.4;5
3455;2.9;0.38;12.2;6
3456;3.06;0.52;10.6;5
3457;3.41;0.41;11.1;7
3458;3.36;0.78;13.9;7
3459;2.99;0.3;9.2;6
3460;2.98;0.56;10.5;6
3461;3.04;0.59;11.3;8
3462;3.24;0.45;12.9;6
3463;3.26;0.39;12.9;7
3464;3.12;0.51;9.6;5
3465;3.25;0.45;12.9;6
3466;3.24;0.45;12.9;6
3467;3.04;0.45;8.8;5
3468;3.23;0.34;13.2;8
3469;2.99;0.3;9.2;6
3470;3.04;0.59;11.3;8
3471;2.98;0.56;10.5;6
3472;3.3;0.59;10.5;6
3473;3.2;0.6;12.6;8
3474;3.05;0.5;9.5;6
3475;3.31;0.56;9.8;6
3476;3.04;0.26;13.4;8
3477;3.05;0.44;11.8;7
3478;3.31;0.56;9.8;6
3479;3.22;0.57;13.1;7
3480;3.2;0.6;12.6;8
3481;3.26;0.45;10.4;5
3482;3.22;0.27;13.4;8
3483;3.06;0.27;13.0;7
3484;3.04;0.26;13.4;8
3485;3.11;0.52;10.2;7
3486;3.07;0.39;11.7;6
3487;3.05;0.5;9.5;6
3488;3.03;0.46;11.7;6
3489;3.04;0.47;11.4;8
3490;3.05;0.44;11.8;7
3491;3.09;0.32;11.2;6
3492;3.19;0.44;13.0;7
3493;3.19;0.44;13.0;7
3494;3.34;0.52;10.9;6
3495;3.14;0.37;11.6;7
3496;3.3;0.54;11.3;7
3497;3.29;0.5;12.0;6
3498;3.38;0.53;10.5;6
3499;3.31;0.4;13.1;7
3500;3.19;0.44;13.0;7
3501;3.34;0.52;10.9;6
3502;3.14;0.57;9.1;5
3503;3.18;0.48;13.4;7
3504;3.33;0.64;11.5;7
3505;3.38;0.68;11.2;7
3506;3.36;0.57;10.9;6
3507;3.19;0.44;13.5;7
3508;3.14;0.57;9.1;5
3509;3.17;0.55;9.9;6
3510;2.98;0.56;10.5;6
3511;3.18;0.51;11.7;7
3512;3.49;0.68;11.0;6
3513;2.99;0.43;13.0;6
3514;2.93;0.41;13.6;6
3515;3.08;0.62;12.3;7
3516;3.25;0.53;13.3;7
3517;3.08;0.42;13.7;7
3518;3.19;0.52;11.1;5
3519;3.23;0.43;13.4;7
3520;3.05;0.3;9.1;5
3521;3.31;0.5;11.3;7
3522;3.2;0.46;9.4;5
3523;3.05;0.3;9.1;5
3524;3.37;0.4;11.6;6
3525;3.37;0.4;11.6;6
3526;3.01;0.35;12.4;6
3527;3.11;0.32;9.8;6
3528;3.09;0.25;11.1;4
3529;3.26;0.38;13.1;7
3530;3.14;0.53;9.7;5
3531;3.15;0.48;9.2;5
3532;3.1;0.78;11.7;6
3533;3.14;0.37;10.6;6
3534;3.14;0.53;9.7;5
3535;3.15;0.48;9.2;5
3536;3.1;0.39;10.9;6
3537;3.23;0.51;10.1;5
3538;3.17;0.44;12.2;7
3539;3.03;0.33;12.7;6
3540;2.98;0.37;13.0;6
3541;3.16;0.33;11.2;6
3542;3.2;0.48;9.4;6
3543;3.41;0.53;11.0;6
3544;3.41;0.53;11.0;6
3545;3.1;0.48;9.2;6
3546;3.2;0.48;9.4;6
3547;3.1;0.48;9.2;6
3548;3.22;0.45;12.3;6
3549;3.41;0.53;11.0;6
3550;3.04;0.67;10.0;6
3551;3.24;0.48;9.0;6
3552;3.24;0.48;9.0;6
3553;3.24;0.48;9.0;6
3554;2.92;0.36;11.1;6
3555;3.06;0.6;9.9;6
3556;3.66;0.48;12.2;7
3557;2.92;0.36;11.1;6
3558;3.24;0.48;9.0;6
3559;3.01;0.36;11.8;4
3560;3.11;0.62;12.9;6
3561;2.86;0.35;9.0;5
3562;3.01;0.33;12.4;6
3563;2.86;0.35;9.0;5
3564;3.11;0.62;12.9;6
3565;2.99;0.36;11.2;6
3566;3.0;0.41;12.6;6
3567;3.12;0.39;11.5;6
3568;3.07;0.72;11.3;7
3569;2.99;0.36;11.2;6
3570;3.12;0.39;11.5;6
3571;3.32;0.51;10.5;4
3572;3.0;0.41;12.6;6
3573;3.15;0.48;11.9;6
3574;3.18;0.52;10.1;6
3575;3.15;0.45;11.0;7
3576;3.14;0.56;10.6;5
3577;3.04;0.59;11.3;7
3578;3.1;0.37;11.2;4
3579;2.94;0.37;11.5;7
3580;2.92;0.35;11.1;5
3581;3.14;0.49;12.8;7
3582;3.3;0.46;12.3;6
3583;3.26;0.53;10.4;6
3584;2.94;0.37;11.5;7
3585;3.16;0.37;11.7;7
3586;3.35;0.44;10.7;7
3587;2.85;0.5;9.5;6
3588;2.85;0.5;9.5;6
3589;2.85;0.5;9.5;6
3590;3.18;0.68;12.0;7
3591;3.31;0.45;10.8;5
3592;3.35;0.44;10.7;7
3593;3.35;0.44;10.7;7
3594;3.12;0.44;10.7;7
3595;3.12;0.4;12.1;7
3596;3.0;0.52;11.9;7
3597;3.18;0.37;10.8;6
3598;3.59;0.56;12.3;7
3599;3.3;0.57;9.4;6
3600;3.2;0.35;9.9;6
3601;3.35;0.61;10.4;7
3602;3.35;0.6;10.4;6
3603;3.15;0.6;12.6;7
3604;2.93;0.36;12.5;6
3605;3.04;0.47;9.4;5
3606;3.11;0.6;9.2;5
3607;3.27;0.54;11.2;6
3608;2.91;0.46;9.2;6
3609;2.91;0.46;9.2;6
3610;3.04;0.47;9.4;5
3611;3.27;0.54;11.2;6
3612;3.27;0.55;10.8;6
3613;2.91;0.46;9.2;6
3614;3.11;0.6;9.2;5
3615;2.96;0.36;12.5;6
3616;3.0;0.54;9.3;5
3617;3.21;0.5;11.4;5
3618;3.04;0.56;10.0;7
3619;3.06;0.42;10.6;6
3620;3.07;0.75;10.7;7
3621;3.04;0.56;10.0;7
3622;2.96;0.36;12.5;6
3623;3.06;0.42;10.6;6
3624;3.19;0.27;12.8;7
3625;3.0;0.54;9.3;5
3626;3.21;0.5;11.4;5
3627;3.24;0.43;9.5;5
3628;3.24;0.43;9.5;6
3629;3.24;0.43;9.5;6
3630;3.06;0.38;10.8;6
3631;3.06;0.38;10.8;6
3632;3.2;0.47;8.8;6
3633;3.06;0.38;10.8;6
3634;3.08;0.38;11.0;7
3635;3.29;0.38;12.4;6
3636;3.25;0.75;11.3;7
3637;3.12;0.49;11.2;7
3638;3.24;0.66;12.5;7
3639;3.12;0.44;10.0;6
3640;3.12;0.56;11.0;6
3641;3.16;0.88;10.5;6
3642;3.16;0.88;10.5;6
3643;3.12;0.56;11.0;6
3644;3.12;0.54;11.4;7
3645;3.16;0.44;11.3;6
3646;2.97;0.52;12.2;7
3647;2.9;0.66;12.6;7
3648;2.9;0.37;11.1;5
3649;3.26;0.47;12.3;6
3650;2.92;0.59;10.4;4
3651;3.13;0.48;8.8;6
3652;3.27;0.61;9.5;6
3653;3.13;0.48;8.8;6
3654;3.42;0.44;10.4;6
3655;3.11;0.27;13.0;7
3656;3.16;0.46;12.2;7
3657;3.03;0.34;10.5;8
3658;3.33;0.42;10.8;7
3659;3.2;0.53;13.2;8
3660;3.16;0.57;13.0;8
3661;3.5;0.47;10.0;6
3662;3.42;0.48;10.4;4
3663;3.16;0.54;12.4;6
3664;3.27;0.34;12.9;8
3665;3.2;0.53;13.2;8
3666;3.02;0.56;10.5;7
3667;3.16;0.57;13.0;8
3668;3.07;0.36;11.2;5
3669;3.41;0.55;12.7;7
3670;3.14;0.52;9.4;6
3671;3.03;0.32;12.9;7
3672;2.96;0.35;13.0;8
3673;3.31;0.4;13.6;7
3674;3.32;0.55;9.1;5
3675;3.25;0.43;10.4;6
3676;3.31;0.4;13.6;7
3677;3.28;0.44;12.2;6
3678;3.1;0.51;8.7;5
3679;3.04;0.37;10.5;7
3680;3.24;0.78;10.2;6
3681;3.06;0.34;12.5;8
3682;3.11;0.75;11.3;7
3683;3.24;0.78;10.2;6
3684;3.13;0.63;12.6;7
3685;3.24;0.78;10.2;6
3686;3.09;0.5;9.8;5
3687;3.15;0.34;10.8;5
3688;3.32;0.56;12.5;6
3689;3.06;0.34;12.5;8
3690;3.3;0.31;11.5;7
3691;2.98;0.41;11.4;6
3692;3.04;0.37;10.5;7
3693;3.13;0.63;12.6;7
3694;3.1;0.51;8.7;5
3695;3.17;0.68;11.0;6
3696;3.11;0.75;11.3;7
3697;3.24;0.78;10.2;6
3698;3.06;0.74;11.6;6
3699;3.09;0.5;9.8;5
3700;3.1;0.52;10.1;5
3701;3.06;0.5;9.2;5
3702;3.05;0.53;9.1;6
3703;3.05;0.53;9.1;6
3704;3.05;0.53;9.1;6
3705;3.05;0.53;9.1;6
3706;2.96;0.5;11.7;6
3707;3.23;0.44;12.6;6
3708;2.86;0.47;9.0;5
3709;3.12;0.44;10.1;5
3710;3.3;0.34;13.6;5
3711;3.05;0.53;9.1;6
3712;3.09;0.54;9.2;5
3713;3.12;0.51;8.8;5
3714;2.83;0.36;10.0;4
3715;3.47;0.48;9.1;6
3716;3.04;0.35;11.2;5
3717;3.11;0.52;9.2;6
3718;3.06;0.5;9.2;5
3719;3.18;0.48;9.5;5
3720;3.35;0.6;11.9;7
3721;3.11;0.62;9.8;5
3722;3.11;0.62;9.8;5
3723;3.36;0.44;10.8;7
3724;3.37;0.66;11.3;6
3725;3.17;0.34;12.1;6
3726;3.38;0.34;11.3;7
3727;3.36;0.44;10.8;7
3728;3.36;0.41;13.5;7
3729;3.28;0.45;10.3;5
3730;3.11;0.53;9.0;6
3731;3.08;0.35;11.6;6
3732;3.28;0.45;10.3;5
3733;3.21;0.68;12.5;6
3734;3.39;0.45;8.6;5
3735;3.19;0.33;13.4;6
3736;3.22;0.79;12.7;4
3737;2.97;0.51;9.2;5
3738;3.32;0.35;10.2;6
3739;2.96;0.39;9.0;7
3740;2.96;0.39;9.0;7
3741;2.96;0.39;9.0;7
3742;2.96;0.39;9.0;7
3743;2.96;0.39;9.0;7
3744;2.96;0.39;9.0;7
3745;2.96;0.39;9.0;7
3746;3.02;0.4;11.9;5
3747;2.89;0.42;9.0;6
3748;3.3;0.51;9.0;5
3749;3.43;0.59;11.0;6
3750;2.96;0.39;9.0;7
3751;3.28;0.5;10.0;5
3752;3.29;0.46;10.7;5
3753;3.29;0.46;10.7;5
3754;3.39;0.77;13.4;8
3755;2.99;0.39;11.0;6
3756;3.28;0.5;10.0;5
3757;3.29;0.46;10.7;5
3758;3.29;0.46;10.7;5
3759;2.99;0.39;11.0;6
3760;2.99;0.39;11.0;6
3761;3.16;0.37;11.1;7
3762;2.79;0.52;10.9;5
3763;3.03;0.37;11.5;5
3764;3.39;0.77;13.4;8
3765;3.08;0.49;9.4;5
3766;3.08;0.49;9.4;5
3767;3.08;0.49;9.4;5
3768;3.17;0.38;10.6;6
3769;3.08;0.49;9.4;5
3770;3.03;0.65;12.0;4
3771;3.14;0.42;10.2;6
3772;3.17;0.38;10.6;6
3773;3.26;0.37;13.5;5
3774;3.31;0.58;9.7;5
3775;3.24;0.32;12.2;6
3776;3.11;0.57;12.3;5
3777;3.24;0.32;12.2;6
3778;3.42;0.57;11.4;7
3779;3.2;0.7;12.7;7
3780;3.31;0.58;9.7;5
3781;3.13;0.29;10.8;6
3782;3.08;0.29;11.0;6
3783;3.18;0.48;9.5;5
3784;3.2;0.49;10.1;6
3785;3.46;0.4;13.2;7
3786;3.02;0.34;8.8;5
3787;3.18;0.48;9.5;5
3788;3.18;0.48;9.5;5
3789;3.16;0.47;9.5;6
3790;3.18;0.48;9.5;5
3791;3.18;0.47;9.5;5
3792;3.03;0.58;10.4;6
3793;3.14;0.55;9.9;6
3794;3.22;0.48;10.0;5
3795;3.2;0.49;10.1;6
3796;3.17;0.39;9.4;6
3797;3.03;0.47;9.3;5
3798;3.05;0.52;10.9;5
3799;3.2;0.57;11.4;5
3800;2.99;0.73;10.3;5
3801;3.02;0.51;11.0;6
3802;3.05;0.52;10.9;5
3803;2.99;0.4;10.8;6
3804;2.99;0.73;10.3;5
3805;3.02;0.51;11.0;6
3806;3.03;0.47;9.3;5
3807;2.96;0.59;10.2;5
3808;2.96;0.59;10.2;6
3809;2.99;0.4;10.8;6
3810;3.24;0.52;10.5;3
3811;3.13;0.52;11.1;5
3812;3.05;0.52;10.9;5
3813;3.2;0.57;11.4;5
3814;3.22;0.49;10.3;5
3815;3.28;0.33;12.9;7
3816;3.12;0.59;9.9;5
3817;3.24;0.44;11.3;6
3818;3.38;0.4;11.5;6
3819;3.38;0.4;11.5;6
3820;3.0;0.38;10.7;5
3821;3.03;0.56;10.4;6
3822;3.17;0.64;12.5;6
3823;3.19;0.48;9.5;5
3824;3.05;0.56;11.3;7
3825;3.26;0.54;13.0;6
3826;3.38;0.4;11.5;6
3827;3.22;0.39;11.5;5
3828;3.24;0.44;11.3;6
3829;3.15;0.57;13.2;7
3830;3.46;0.28;11.5;7
3831;2.83;0.44;9.6;5
3832;2.83;0.44;9.6;5
3833;3.15;0.37;9.7;6
3834;3.14;0.62;9.2;5
3835;3.16;0.48;8.4;5
3836;3.0;0.45;12.4;6
3837;3.0;0.45;12.4;6
3838;3.14;0.62;9.2;5
3839;3.16;0.48;8.4;5
3840;3.14;0.36;11.7;6
3841;2.96;0.56;11.0;6
3842;2.97;0.43;11.9;6
3843;3.2;0.5;13.2;7
3844;3.14;0.36;11.7;6
3845;3.26;0.54;9.1;5
3846;3.34;0.35;12.6;6
3847;3.26;0.54;9.1;5
3848;3.17;0.46;10.5;6
3849;3.23;0.64;10.6;5
3850;3.34;0.35;12.6;6
3851;3.41;0.33;13.7;7
3852;3.36;0.49;12.0;6
3853;3.4;0.73;12.5;7
3854;3.55;0.68;12.1;6
3855;3.21;0.38;11.3;6
3856;3.36;0.49;12.0;6
3857;3.46;0.55;10.3;6
3858;3.27;0.31;12.7;6
3859;3.12;0.37;9.2;5
3860;3.12;0.37;9.2;5
3861;3.1;0.47;9.5;6
3862;3.16;0.34;10.1;6
3863;3.16;0.34;10.1;6
3864;3.25;0.53;13.0;7
3865;3.24;0.56;13.1;6
3866;3.1;0.55;11.0;6
3867;3.12;0.37;9.2;5
3868;3.08;0.36;9.4;6
3869;3.1;0.47;9.5;6
3870;3.16;0.4;10.2;6
3871;3.16;0.34;10.1;6
3872;3.06;0.49;8.6;4
3873;2.91;0.51;9.0;5
3874;3.13;0.5;9.6;5
3875;3.29;0.44;9.9;7
3876;3.2;0.38;10.5;5
3877;3.15;0.5;11.4;5
3878;3.18;0.49;9.4;5
3879;3.12;0.28;11.1;4
3880;3.1;0.45;8.9;6
3881;3.1;0.45;8.9;6
3882;3.15;0.52;10.8;5
3883;3.06;0.55;12.2;6
3884;3.1;0.45;8.9;6
3885;3.13;0.63;12.5;6
3886;3.06;0.55;12.2;6
3887;3.13;0.63;12.5;6
3888;3.1;0.45;8.9;6
3889;3.16;0.37;10.8;6
3890;2.99;0.31;11.4;6
3891;3.15;0.52;10.8;5
3892;3.18;0.39;10.6;5
3893;3.01;0.39;9.2;5
3894;3.24;0.46;12.2;6
3895;3.26;0.45;12.3;6
3896;3.23;0.56;10.4;6
3897;2.99;0.57;10.4;6
3898;3.07;0.55;11.0;7
3899;3.18;0.39;10.6;5
3900;3.01;0.39;9.2;5
3901;3.32;0.36;13.5;4
3902;2.95;0.64;11.4;6
3903;3.1;0.38;11.5;6
3904;3.21;0.83;14.0;7
3905;3.25;0.63;12.5;7
3906;3.25;0.63;12.5;7
3907;3.09;0.36;12.8;7
3908;3.23;0.43;11.2;7
3909;3.23;0.43;11.2;7
3910;3.17;0.27;13.6;6
3911;2.93;0.42;9.2;6
3912;3.25;0.63;12.5;7
3913;3.17;0.48;11.1;6
3914;3.23;0.43;11.2;7
3915;3.21;0.83;14.0;7
3916;3.17;0.27;13.6;6
3917;3.18;0.52;9.4;5
3918;3.12;0.4;14.2;7
3919;3.0;0.4;13.2;6
3920;3.04;0.53;11.2;6
3921;3.14;0.57;10.2;5
3922;3.09;0.36;12.8;7
3923;2.95;0.39;10.1;5
3924;2.95;0.39;10.1;5
3925;2.83;0.31;10.3;5
3926;3.19;0.33;9.9;6
3927;3.15;0.31;11.5;5
3928;3.18;0.56;9.0;5
3929;3.18;0.56;9.0;5
3930;3.03;0.41;12.1;6
3931;3.14;0.41;13.3;6
3932;3.22;0.6;11.5;8
3933;2.96;0.52;11.0;4
3934;3.28;0.53;10.7;6
3935;3.08;0.56;9.4;5
3936;3.44;0.61;10.3;6
3937;3.17;0.42;9.3;5
3938;2.88;0.6;12.0;6
3939;3.21;0.6;11.0;6
3940;3.16;0.5;9.3;5
3941;3.24;0.4;10.1;5
3942;3.18;0.47;11.1;6
3943;2.99;0.58;9.9;6
3944;3.22;0.6;11.0;6
3945;3.21;0.6;11.0;6
3946;3.32;0.42;12.5;6
3947;3.31;0.44;12.7;7
3948;3.32;0.45;9.3;5
3949;3.16;0.5;9.3;5
3950;3.24;0.4;10.1;5
3951;3.14;0.51;8.8;5
3952;2.88;0.47;11.2;6
3953;3.13;0.54;10.8;7
3954;3.14;0.51;8.8;5
3955;2.88;0.47;11.2;6
3956;3.24;0.46;10.3;5
3957;3.11;0.48;12.0;5
3958;3.26;0.41;9.5;6
3959;3.26;0.41;9.5;6
3960;3.14;0.54;9.8;6
3961;2.91;0.51;9.0;5
3962;3.17;0.53;13.0;7
3963;3.39;0.44;11.8;7
3964;2.97;0.52;8.8;5
3965;3.1;0.55;11.2;4
3966;3.26;0.41;9.5;6
3967;3.16;0.54;9.4;4
3968;3.16;0.51;9.5;6
3969;3.03;0.49;10.4;6
3970;3.08;0.49;9.8;7
3971;3.03;0.49;10.4;6
3972;3.06;0.56;10.3;6
3973;3.16;0.54;9.4;4
3974;3.16;0.51;9.5;6
3975;3.19;0.81;11.9;7
3976;3.15;0.65;12.8;7
3977;3.09;0.38;13.0;6
3978;3.26;0.59;10.4;7
3979;3.25;0.59;10.4;6
3980;3.21;0.4;10.7;5
3981;3.05;0.76;10.7;7
3982;3.19;0.81;11.9;7
3983;3.19;0.42;10.4;6
3984;3.15;0.65;12.8;7
3985;3.2;0.37;9.9;6
3986;3.2;0.37;9.9;6
3987;3.16;0.71;9.4;6
3988;3.3;0.43;11.4;6
3989;3.2;0.37;9.9;6
3990;3.16;0.71;9.4;6
3991;2.99;0.39;9.2;5
3992;2.9;0.57;10.5;7
3993;3.25;0.54;11.0;7
3994;3.25;0.54;11.0;7
3995;2.9;0.72;12.1;5
3996;3.25;0.54;11.0;7
3997;3.22;0.39;12.8;7
3998;3.01;0.98;10.5;6
3999;3.01;0.98;10.5;6
4000;3.01;0.98;10.5;6
4001;3.0;0.4;9.5;5
4002;3.07;0.45;9.2;6
4003;3.07;0.72;11.1;6
4004;3.06;0.5;12.3;7
4005;3.07;0.72;11.1;6
4006;3.04;0.58;12.6;6
4007;3.0;0.4;9.5;5
4008;3.07;0.45;9.2;6
4009;3.2;0.57;10.8;6
4010;3.0;0.6;11.3;6
4011;3.22;0.39;12.8;7
4012;3.01;0.98;10.5;6
4013;3.08;0.56;9.8;6
4014;2.98;0.61;8.5;6
4015;3.16;0.5;9.3;5
4016;3.2;0.52;9.2;5
4017;3.21;0.51;11.4;6
4018;2.98;0.61;8.5;6
4019;3.16;0.5;9.3;5
4020;3.06;0.46;8.4;4
4021;3.04;0.4;9.2;5
4022;3.2;0.52;9.2;5
4023;3.18;0.79;10.4;6
4024;3.27;0.56;11.6;6
4025;3.25;0.6;12.4;6
4026;3.18;0.79;10.4;6
4027;3.09;0.54;9.3;5
4028;3.2;0.46;12.2;6
4029;3.22;0.46;11.0;6
4030;3.11;0.38;11.4;5
4031;3.06;0.41;9.5;5
4032;3.07;0.53;9.2;5
4033;3.13;0.62;11.1;6
4034;3.07;0.53;9.2;5
4035;3.24;0.58;11.0;6
4036;3.14;0.48;9.9;5
4037;3.14;0.46;9.9;5
4038;3.06;0.41;9.5;5
4039;3.35;0.47;12.4;4
4040;3.21;0.5;9.4;5
4041;3.23;0.52;9.3;5
4042;2.9;0.43;8.7;7
4043;2.9;0.43;8.7;7
4044;2.9;0.43;8.7;7
4045;2.9;0.43;8.7;7
4046;2.94;0.43;9.0;7
4047;3.0;0.63;10.7;6
4048;3.0;0.63;10.7;6
4049;3.02;0.58;11.3;6
4050;2.9;0.43;8.7;7
4051;2.96;0.38;11.7;6
4052;3.23;0.52;9.3;5
4053;2.9;0.43;8.7;7
4054;2.94;0.43;9.0;7
4055;2.96;0.38;11.7;6
4056;3.23;0.51;10.7;5
4057;3.05;0.54;11.4;6
4058;3.0;0.63;10.7;6
4059;3.02;0.58;11.3;6
4060;3.19;0.42;10.0;5
4061;3.19;0.42;10.0;5
4062;3.15;0.49;11.2;6
4063;3.07;0.41;9.7;5
4064;3.42;0.42;12.5;5
4065;3.27;0.78;12.9;8
4066;3.16;0.36;11.8;6
4067;3.16;0.72;10.6;5
4068;3.16;0.36;11.8;6
4069;3.19;0.37;10.7;6
4070;3.21;0.51;9.9;5
4071;2.96;0.46;12.0;6
4072;3.15;0.82;10.4;7
4073;3.19;0.39;8.5;5
4074;3.13;0.38;9.9;4
4075;3.08;0.45;9.4;6
4076;3.13;0.46;10.4;5
4077;3.3;0.59;11.0;6
4078;3.3;0.57;11.0;6
4079;3.19;0.38;10.4;6
4080;3.1;0.5;9.8;6
4081;3.08;0.45;9.4;6
4082;3.23;0.53;10.6;6
4083;3.28;0.44;10.1;5
4084;3.06;0.3;11.5;8
4085;3.06;0.45;11.4;6
4086;3.03;0.38;9.2;6
4087;3.12;0.38;9.7;6
4088;3.07;0.46;11.3;6
4089;3.15;0.49;9.6;6
4090;2.86;0.46;8.9;6
4091;3.26;0.36;10.0;6
4092;3.18;0.4;9.2;6
4093;3.08;0.41;9.0;6
4094;3.09;0.58;12.8;7
4095;3.08;0.41;9.0;6
4096;3.08;0.55;9.5;5
4097;3.26;0.36;10.0;6
4098;3.22;0.38;11.0;5
4099;3.18;0.4;9.2;6
4100;3.08;0.38;10.6;6
4101;3.23;0.42;10.0;5
4102;3.23;0.42;10.0;5
4103;3.31;0.38;11.7;7
4104;3.12;0.36;12.5;7
4105;3.07;0.47;11.1;7
4106;3.16;0.62;9.7;5
4107;3.04;0.38;12.3;6
4108;3.18;0.38;12.2;6
4109;3.75;0.76;11.3;6
4110;3.22;0.38;11.6;5
4111;3.31;0.56;11.3;6
4112;3.27;0.56;11.1;6
4113;3.26;0.57;11.2;6
4114;3.15;0.45;11.3;6
4115;3.07;0.45;12.0;6
4116;3.15;0.5;8.8;6
4117;3.15;0.5;8.8;6
4118;3.15;0.34;12.0;8
4119;3.15;0.31;12.0;7
4120;3.01;0.44;9.0;5
4121;3.12;0.6;9.3;6
4122;3.14;0.56;8.7;6
4123;3.1;0.63;12.8;6
4124;3.1;0.5;11.5;7
4125;3.08;0.54;10.0;5
4126;3.09;0.54;10.0;5
4127;3.33;0.56;10.3;5
4128;3.25;0.56;10.4;5
4129;3.22;0.29;13.4;7
4130;3.05;0.62;11.2;6
4131;3.26;0.36;9.1;5
4132;3.26;0.36;9.1;5
4133;3.33;0.31;10.8;6
4134;3.24;0.34;12.5;6
4135;3.63;0.73;11.3;5
4136;3.46;0.48;12.8;6
4137;3.26;0.36;9.1;5
4138;3.22;0.39;12.7;6
4139;3.1;0.54;11.0;7
4140;3.02;0.58;10.4;6
4141;3.02;0.58;10.4;6
4142;3.25;0.53;10.7;6
4143;3.22;0.35;10.9;6
4144;3.02;0.58;10.4;6
4145;3.03;0.58;10.4;6
4146;3.16;0.41;9.7;7
4147;3.1;0.54;11.0;7
4148;3.19;0.53;9.6;6
4149;3.1;0.29;13.9;7
4150;3.07;0.61;9.4;5
4151;3.1;0.67;12.5;6
4152;3.19;0.53;9.6;6
4153;3.19;0.45;9.5;5
4154;3.19;0.45;9.6;5
4155;3.19;0.45;9.5;5
4156;3.18;0.44;9.6;5
4157;2.9;0.44;8.7;7
4158;2.9;0.44;8.7;7
4159;2.9;0.44;8.7;7
4160;2.9;0.44;8.7;7
4161;2.9;0.44;8.7;7
4162;2.9;0.44;8.7;7
4163;3.18;0.46;10.4;5
4164;3.22;0.5;10.7;5
4165;3.17;0.48;12.0;7
4166;3.19;0.37;12.1;7
4167;3.31;0.4;13.1;8
