;fixed acidity;volatile acidity;citric acid;residual sugar
3040;6.3;0.2;0.37;11.8
3041;6.2;0.33;0.41;16.8
3042;6.3;0.33;0.42;17.2
3043;7.2;0.21;1.0;1.1
3044;6.0;0.27;0.3;14.7
3045;5.7;0.12;0.26;
3046;6.9;0.24;0.37;6.1
3047;7.7;0.18;0.53;1.2
3048;7.1;0.17;0.43;1.3
3049;7.5;0.33;0.38;8.7
3050;6.2;0.255;0.24;1.7
3051;7.5;0.33;0.38;8.7
3052;5.6;0.2;0.66;10.2
3053;7.6;0.17;0.36;4.5
3054;5.8;0.15;0.31;5.9
3055;6.3;0.25;0.44;1.7
3056;6.9;0.28;0.41;1.4
3057;7.2;0.27;0.37;5.4
3058;6.2;0.25;0.38;7.9
3059;8.5;0.19;0.48;1.1
3060;6.2;0.25;0.54;7.0
3061;6.2;0.25;0.54;7.0
3062;6.8;0.28;0.43;7.6
3063;6.2;0.25;0.54;7.0
3064;7.4;0.21;0.8;12.3
3065;7.0;0.15;0.38;15.3
3066;7.4;0.21;0.8;12.3
3067;7.3;0.28;0.42;1.2
3068;6.1;0.18;0.38;2.3
3069;7.0;0.53;0.43;6.1
3070;6.8;0.28;0.43;7.6
3071;6.5;0.36;0.38;10.2
3072;7.5;0.25;0.47;4.1
3073;6.7;0.24;0.41;2.9
3074;6.6;0.25;0.33;8.5
3075;6.4;0.15;0.4;1.5
3076;6.3;0.28;0.3;3.1
3077;6.2;0.25;0.38;7.9
3078;7.1;0.28;0.35;3.5
3079;6.6;0.35;0.34;4.9
3080;8.5;0.19;0.48;1.1
3081;6.2;0.25;0.54;7.0
3082;6.0;0.35;0.51;1.2
3083;5.8;0.31;0.32;4.5
3084;6.6;0.17;0.35;2.6
3085;8.5;0.23;0.4;9.9
3086;5.8;0.31;0.32;4.5
3087;6.1;0.2;0.34;9.5
3088;6.3;0.37;0.37;1.5
3089;6.2;0.36;0.38;3.2
3090;6.6;0.17;0.35;2.6
3091;6.3;0.28;0.47;11.2
3092;7.6;0.27;0.52;3.2
3093;7.0;0.25;0.45;
3094;9.7;0.24;0.49;4.9
3095;9.7;0.24;0.49;4.9
3096;6.8;0.13;0.39;1.4
3097;6.6;0.78;0.5;1.5
3098;5.1;0.33;0.27;
3099;6.7;0.34;0.4;2.1
3100;6.7;0.14;0.51;4.3
3101;7.0;0.26;0.34;10.9
3102;6.5;0.29;0.26;7.0
3103;7.0;0.25;0.45;2.3
3104;7.6;0.21;0.49;2.5
3105;7.7;0.26;0.51;2.6
3106;7.6;0.27;0.52;3.2
3107;7.7;0.25;0.49;
3108;7.6;0.35;0.46;
3109;6.9;0.3;0.36;4.5
3110;6.7;0.24;0.46;2.2
3111;6.5;0.23;0.39;1.9
3112;7.6;0.23;0.34;1.6
3113;6.5;0.24;0.39;17.3
3114;6.3;0.17;0.32;4.2
3115;6.3;0.17;0.32;4.2
3116;6.7;0.21;0.37;2.5
3117;6.5;0.23;0.39;1.9
3118;5.9;0.28;0.39;1.4
3119;5.9;0.19;0.37;0.8
3120;6.2;0.25;0.42;8.0
3121;7.6;0.23;0.34;1.6
3122;5.6;0.18;0.27;1.7
3123;5.5;0.18;0.22;5.5
3124;6.5;0.24;0.39;17.3
3125;7.4;0.23;0.38;8.6
3126;7.2;0.17;0.37;6.9
3127;7.6;0.3;0.38;2.1
3128;5.0;0.24;0.21;2.2
3129;6.1;0.21;0.38;1.5
3130;6.5;0.33;0.38;2.5
3131;6.3;0.35;0.26;17.6
3132;6.3;0.17;0.32;4.2
3133;6.6;0.25;0.35;2.9
3134;6.5;0.16;0.33;4.8
3135;6.6;0.39;0.39;11.9
3136;5.6;0.19;0.27;0.9
3137;6.2;0.25;0.39;
3138;6.9;0.22;0.43;6.4
3139;6.2;0.19;0.29;4.3
3140;6.6;0.39;0.39;
3141;5.9;0.33;0.32;8.1
3142;7.8;0.17;0.5;1.3
3143;5.5;0.19;0.27;0.9
3144;6.2;0.23;0.36;17.2
3145;6.2;0.23;0.36;17.2
3146;6.2;0.23;0.36;17.2
3147;7.2;0.32;0.4;8.7
3148;6.2;0.23;0.36;17.2
3149;7.2;0.32;0.4;
3150;5.8;0.39;0.47;7.5
3151;6.2;0.23;0.36;
3152;7.6;0.25;1.23;4.6
3153;5.8;0.29;0.33;3.7
3154;7.2;0.4;0.38;
3155;6.8;0.39;0.34;7.4
3156;6.1;0.17;0.42;15.1
3157;6.8;0.39;0.34;
3158;7.1;0.36;0.37;4.8
3159;6.9;0.19;0.32;7.9
3160;6.5;0.34;0.46;1.0
3161;6.1;0.17;0.42;15.1
3162;6.8;0.39;0.34;7.4
3163;7.1;0.36;0.37;4.8
3164;7.8;0.3;0.36;4.6
3165;6.1;0.68;0.52;1.4
3166;5.2;0.34;0.37;6.2
3167;5.6;0.28;0.4;6.1
3168;6.2;0.19;0.38;5.1
3169;5.7;0.16;0.26;6.3
3170;7.6;0.17;0.46;0.9
3171;7.3;0.2;0.39;2.3
3172;6.7;0.33;0.36;6.6
3173;6.7;0.33;0.34;7.5
3174;6.9;0.36;0.35;8.6
3175;7.8;0.21;0.34;11.9
3176;7.3;0.2;0.39;2.3
3177;5.6;0.41;0.22;
3178;7.6;0.15;0.35;4.3
3179;8.5;0.2;0.4;1.1
3180;6.5;0.24;0.38;1.0
3181;8.3;0.16;0.37;
3182;5.5;0.12;0.33;
3183;6.5;0.24;0.38;1.0
3184;6.2;0.1;0.41;1.0
3185;6.5;0.21;0.4;7.3
3186;8.7;0.3;0.59;1.7
3187;6.7;0.18;0.37;1.3
3188;7.0;0.17;0.36;6.4
3189;6.6;0.19;0.33;
3190;5.8;0.28;0.3;1.5
3191;7.6;0.24;0.44;3.8
3192;8.3;0.16;0.37;7.9
3193;5.5;0.12;0.33;1.0
3194;5.7;0.16;0.32;1.2
3195;7.0;0.21;0.42;5.3
3196;6.4;0.22;0.38;9.1
3197;7.9;0.34;0.44;6.5
3198;6.4;0.22;0.38;9.1
3199;6.8;0.21;0.4;6.3
3200;5.2;0.31;0.36;5.1
3201;7.9;0.34;0.44;6.5
3202;5.6;0.42;0.34;2.4
3203;6.4;0.22;0.38;9.1
3204;6.8;0.28;0.34;7.5
3205;6.8;0.45;0.36;5.0
3206;6.6;0.29;0.39;6.75
3207;6.8;0.21;0.42;1.2
3208;6.8;0.25;0.24;1.6
3209;6.4;0.21;0.34;16.05
3210;5.8;0.33;0.23;5.0
3211;8.2;0.3;0.44;12.4
3212;6.4;0.24;0.32;0.95
3213;7.5;0.18;0.45;4.6
3214;5.2;0.335;0.2;1.7
3215;7.1;0.14;0.33;1.0
3216;7.2;0.13;0.46;1.3
3217;5.8;0.33;0.23;5.0
3218;6.5;0.29;0.25;2.5
3219;6.2;0.35;0.31;2.6
3220;9.0;0.38;0.53;2.1
3221;6.6;0.24;0.38;12.75
3222;6.6;0.16;0.34;1.1
3223;8.2;0.3;0.44;12.4
3224;5.7;0.15;0.28;3.7
3225;6.6;0.33;0.4;2.65
3226;5.7;0.2;0.3;2.5
3227;6.8;0.27;0.37;8.2
3228;6.8;0.27;0.42;
3229;6.2;0.2;0.26;1.1
3230;6.7;0.13;0.57;6.6
3231;6.8;0.21;0.37;7.0
3232;6.7;0.31;0.32;14.5
3233;6.2;0.2;0.29;11.8
3234;6.6;0.25;0.34;3.0
3235;5.7;0.15;0.28;3.7
3236;6.9;0.22;0.39;6.0
3237;6.4;0.23;0.35;4.6
3238;7.6;0.27;0.29;
3239;6.6;0.34;0.24;3.3
3240;6.4;0.16;0.42;1.0
3241;5.8;0.3;0.42;1.1
3242;7.0;0.29;0.35;1.4
3243;6.6;0.34;0.24;3.3
3244;6.7;0.21;0.36;8.55
3245;7.6;0.27;0.29;2.5
3246;6.8;0.22;0.41;6.7
3247;7.7;0.27;0.49;3.8
3248;6.4;0.25;0.37;4.5
3249;6.4;0.23;0.35;4.6
3250;6.7;0.13;0.45;4.2
3251;6.7;0.24;0.37;11.3
3252;7.1;0.26;0.37;5.5
3253;5.3;0.3;0.16;4.2
3254;7.1;0.38;0.4;2.2
3255;7.4;0.19;0.31;14.5
3256;7.4;0.19;0.31;14.5
3257;7.4;0.19;0.31;14.5
3258;7.4;0.19;0.31;14.5
3259;7.4;0.19;0.31;14.5
3260;7.4;0.19;0.31;14.5
3261;6.3;0.32;0.32;
3262;7.6;0.19;0.32;18.75
3263;6.5;0.26;0.31;3.6
3264;5.9;0.24;0.12;
3265;4.2;0.215;0.23;5.1
3266;8.1;0.24;0.32;10.5
3267;5.8;0.23;0.2;
3268;7.5;0.33;0.36;2.6
3269;6.6;0.38;0.36;9.2
3270;6.4;0.15;0.29;1.8
3271;6.5;0.32;0.34;5.7
3272;7.5;0.22;0.32;2.4
3273;6.4;0.23;0.32;1.9
3274;6.1;0.22;0.31;1.4
3275;6.5;0.48;0.02;0.9
3276;6.6;0.23;0.3;4.6
3277;6.4;0.16;0.25;1.4
3278;6.6;0.38;0.36;9.2
3279;7.4;0.16;0.32;1.4
3280;6.4;0.15;0.29;1.8
3281;6.5;0.32;0.3;
3282;6.7;0.12;0.36;2.3
3283;6.6;0.2;0.14;4.4
3284;8.0;0.34;0.25;6.4
3285;6.8;0.21;0.31;
3286;6.8;0.23;0.31;2.8
3287;6.8;0.21;0.31;2.9
3288;6.6;0.2;0.14;4.4
3289;6.6;0.28;0.42;
3290;7.8;0.25;0.37;1.0
3291;5.6;0.12;0.33;2.9
3292;6.6;0.28;0.41;
3293;6.8;0.17;0.35;1.8
3294;7.3;0.25;0.28;1.5
3295;6.6;0.28;0.41;7.0
3296;6.6;0.28;0.42;8.2
3297;6.5;0.25;0.5;7.6
3298;6.3;0.24;0.35;2.3
3299;6.8;0.32;0.32;8.7
3300;7.8;0.25;0.37;1.0
3301;5.6;0.12;0.33;2.9
3302;6.6;0.24;0.28;6.7
3303;6.3;0.22;0.34;5.0
3304;6.0;0.32;0.3;1.9
3305;6.3;0.19;0.29;2.0
3306;6.0;0.32;0.3;1.9
3307;9.4;0.24;0.29;
3308;6.4;0.35;0.28;
3309;6.7;0.46;0.27;5.2
3310;6.3;0.3;0.29;2.1
3311;6.0;0.19;0.29;1.1
3312;5.9;0.24;0.28;1.3
3313;7.3;0.145;0.33;1.1
3314;6.6;0.435;0.38;
3315;5.8;0.18;0.37;1.2
3316;5.8;0.18;0.37;1.1
3317;5.6;0.32;0.32;8.3
3318;6.6;0.16;0.35;1.8
3319;5.1;0.21;0.28;1.4
3320;7.5;0.29;0.36;15.7
3321;6.0;0.26;0.33;4.35
3322;5.7;0.26;0.3;1.8
3323;7.1;0.17;0.31;1.6
3324;6.9;0.17;0.3;2.0
3325;6.8;0.25;0.28;5.0
3326;6.6;0.17;0.28;1.8
3327;5.8;0.17;0.36;1.3
3328;6.4;0.24;0.29;1.0
3329;6.7;0.21;0.34;1.4
3330;6.7;0.23;0.33;
3331;6.8;0.23;0.32;8.6
3332;6.5;0.22;0.28;3.7
3333;5.1;0.165;0.22;5.7
3334;6.6;0.425;0.25;2.35
3335;6.9;0.38;0.29;13.65
3336;6.9;0.38;0.29;
3337;6.9;0.38;0.29;13.65
3338;7.2;0.27;0.28;15.2
3339;7.6;0.17;0.27;4.6
3340;6.2;0.3;0.31;1.2
3341;7.6;0.17;0.27;4.6
3342;6.5;0.26;0.32;6.65
3343;6.9;0.36;0.28;13.55
3344;6.9;0.38;0.29;13.65
3345;6.8;0.18;0.24;9.8
3346;6.7;0.18;0.24;10.3
3347;6.6;0.16;0.21;6.7
3348;7.2;0.27;0.28;15.2
3349;6.4;0.17;0.27;9.9
3350;7.2;0.22;0.28;7.2
3351;6.0;0.22;0.28;1.1
3352;6.7;0.36;0.28;8.3
3353;6.5;0.43;0.28;11.25
3354;5.9;0.2;0.28;12.8
3355;5.3;0.32;0.23;9.65
3356;6.8;0.2;0.28;12.6
3357;6.0;0.22;0.33;12.2
3358;6.7;0.36;0.28;8.3
3359;6.5;0.43;0.28;11.25
3360;7.1;0.18;0.49;1.3
3361;6.4;0.17;0.27;9.9
3362;7.2;0.22;0.28;7.2
3363;6.0;0.22;0.28;1.1
3364;6.0;0.2;0.26;1.1
3365;7.6;0.2;0.26;4.8
3366;6.2;0.3;0.21;1.1
3367;6.0;0.29;0.25;1.4
3368;6.6;0.18;0.28;
3369;7.0;0.22;0.28;10.6
3370;6.0;0.29;0.25;1.4
3371;6.2;0.3;0.21;1.1
3372;5.6;0.15;0.26;5.55
3373;6.9;0.28;0.24;2.1
3374;5.9;0.19;0.21;1.7
3375;7.8;0.22;0.26;
3376;6.6;0.18;0.28;1.7
3377;7.0;0.4;0.25;1.8
3378;6.1;0.28;0.27;
3379;7.6;0.36;0.49;11.3
3380;6.5;0.28;0.34;
3381;6.9;0.19;0.35;6.9
3382;6.5;0.28;0.34;3.6
3383;6.4;0.22;0.32;4.9
3384;6.8;0.23;0.3;6.95
3385;6.4;0.32;0.31;1.9
3386;6.1;0.28;0.27;4.7
3387;7.6;0.36;0.49;11.3
3388;8.8;0.39;0.35;1.8
3389;6.6;0.24;0.3;11.3
3390;6.9;0.29;0.3;
3391;6.9;0.28;0.3;8.3
3392;6.7;0.38;0.26;9.55
3393;8.0;0.28;0.3;8.4
3394;6.5;0.25;0.45;7.8
3395;6.6;0.26;0.46;7.8
3396;7.4;0.29;0.28;10.2
3397;6.3;0.19;0.29;
3398;6.1;0.33;0.32;7.8
3399;5.6;0.32;0.33;7.4
3400;7.7;0.46;0.18;3.3
3401;8.8;0.19;0.3;5.0
3402;7.7;0.46;0.18;3.3
3403;8.8;0.27;0.25;5.0
3404;5.8;0.18;0.28;1.3
3405;5.8;0.15;0.32;1.2
3406;5.6;0.32;0.33;7.4
3407;6.1;0.33;0.32;7.8
3408;7.1;0.32;0.3;9.9
3409;6.2;0.23;0.35;0.7
3410;8.9;0.3;0.35;4.6
3411;6.0;0.14;0.17;5.6
3412;6.8;0.24;0.29;9.5
3413;6.7;0.21;0.48;14.8
3414;8.9;0.3;0.35;4.6
3415;6.1;0.3;0.3;2.1
3416;7.2;0.37;0.4;11.6
3417;6.7;0.64;0.3;1.2
3418;7.2;0.37;0.4;11.6
3419;6.1;0.3;0.3;2.1
3420;7.6;0.28;0.49;20.15
3421;6.3;0.29;0.28;4.7
3422;6.2;0.28;0.28;4.3
3423;7.1;0.18;0.39;14.5
3424;6.4;0.32;0.27;
3425;7.1;0.17;0.4;14.55
3426;7.1;0.17;0.4;14.55
3427;5.8;0.24;0.26;10.05
3428;6.4;0.32;0.27;4.9
3429;7.1;0.18;0.39;14.5
3430;7.1;0.17;0.4;14.55
3431;7.1;0.18;0.39;15.25
3432;7.8;0.29;0.29;3.15
3433;6.2;0.255;0.27;1.3
3434;8.2;0.34;0.29;
3435;6.5;0.24;0.28;1.1
3436;6.9;0.24;0.23;7.1
3437;6.7;0.4;0.22;8.8
3438;6.7;0.3;0.44;18.5
3439;6.7;0.4;0.22;8.8
3440;6.8;0.17;0.32;1.4
3441;7.1;0.25;0.28;1.2
3442;5.9;0.27;0.27;5.0
3443;6.0;0.16;0.22;1.6
3444;6.7;0.3;0.44;18.75
3445;6.6;0.15;0.32;6.0
3446;7.3;0.34;0.3;9.4
3447;6.0;0.17;0.29;
3448;6.7;0.47;0.29;
3449;6.6;0.15;0.32;6.0
3450;6.6;0.21;0.29;5.35
3451;6.6;0.21;0.29;
3452;8.0;0.24;0.48;6.8
3453;5.6;0.34;0.3;6.9
3454;5.8;0.54;0.0;1.4
3455;7.3;0.23;0.24;0.9
3456;6.0;0.39;0.13;1.2
3457;6.1;0.105;0.31;1.3
3458;5.8;0.32;0.2;2.6
3459;7.6;0.22;0.28;12.0
3460;6.8;0.19;0.4;9.85
3461;6.7;0.24;0.3;3.85
3462;6.8;0.17;0.34;2.0
3463;6.2;0.3;0.31;1.6
3464;6.9;0.29;0.41;7.8
3465;6.8;0.19;0.34;
3466;6.8;0.17;0.34;2.0
3467;6.6;0.24;0.27;10.3
3468;6.6;0.16;0.36;1.1
3469;7.6;0.22;0.28;12.0
3470;6.7;0.24;0.3;
3471;6.8;0.19;0.4;9.85
3472;6.7;0.16;0.36;
3473;6.5;0.3;0.27;4.0
3474;6.5;0.22;0.19;1.1
3475;6.2;0.36;0.45;10.4
3476;6.2;0.37;0.24;6.1
3477;7.6;0.31;0.24;1.8
3478;6.2;0.36;0.45;10.4
3479;5.9;0.32;0.28;4.7
3480;6.5;0.3;0.27;4.0
3481;5.8;0.22;0.3;1.1
3482;5.4;0.45;0.27;
3483;6.1;0.36;0.26;8.15
3484;6.2;0.37;0.24;6.1
3485;7.5;0.21;0.32;4.8
3486;6.9;0.28;0.33;1.2
3487;6.5;0.22;0.19;1.1
3488;7.8;0.2;0.2;1.4
3489;6.7;0.28;0.31;7.4
3490;7.6;0.31;0.24;1.8
3491;8.0;0.2;0.44;1.0
3492;6.0;0.28;0.27;15.5
3493;6.0;0.28;0.27;15.5
3494;6.7;0.24;0.36;8.4
3495;6.3;0.22;0.28;2.4
3496;6.0;0.24;0.28;3.95
3497;7.7;0.43;1.0;19.95
3498;6.4;0.3;0.36;2.0
3499;6.1;0.33;0.3;3.0
3500;6.0;0.28;0.27;15.5
3501;6.7;0.24;0.36;8.4
3502;6.7;0.29;0.45;14.3
3503;6.9;0.33;0.31;4.2
3504;6.5;0.16;0.34;1.4
3505;6.0;0.2;0.32;
3506;7.5;0.33;0.28;4.9
3507;7.1;0.36;0.28;2.4
3508;6.7;0.29;0.45;14.3
3509;6.4;0.26;0.25;10.7
3510;7.0;0.22;0.24;11.0
3511;6.5;0.19;0.28;1.4
3512;6.3;0.21;0.31;1.2
3513;7.9;0.35;0.28;12.9
3514;7.7;0.38;0.23;10.8
3515;6.8;0.19;0.33;1.3
3516;7.2;0.33;0.34;2.0
3517;6.6;0.29;0.29;1.8
3518;7.5;0.2;0.41;1.2
3519;6.9;0.33;0.62;7.5
3520;6.0;0.23;0.15;9.7
3521;5.9;0.23;0.24;3.8
3522;6.6;0.32;0.41;7.2
3523;6.0;0.23;0.15;9.7
3524;5.3;0.36;0.27;6.3
3525;5.3;0.36;0.27;6.3
3526;8.9;0.27;0.28;0.8
3527;7.6;0.23;0.29;8.6
3528;6.9;0.75;0.13;6.3
3529;7.1;0.35;0.27;3.1
3530;7.2;0.31;0.35;
3531;6.4;0.28;0.44;7.1
3532;7.2;0.23;0.46;6.4
3533;6.6;0.22;0.3;14.7
3534;7.2;0.31;0.35;7.2
3535;6.4;0.28;0.44;7.1
3536;7.2;0.24;0.28;1.9
3537;6.2;0.27;0.47;1.2
3538;6.5;0.28;0.25;4.8
3539;7.2;0.27;0.31;1.2
3540;7.8;0.28;0.25;3.4
3541;8.1;0.26;0.27;4.3
3542;6.6;0.23;0.37;8.5
3543;6.0;0.33;0.2;1.8
3544;6.0;0.33;0.2;1.8
3545;7.3;0.2;0.29;19.5
3546;6.6;0.23;0.37;8.5
3547;7.3;0.2;0.29;19.9
3548;6.2;0.47;0.19;
3549;6.0;0.33;0.2;1.8
3550;7.2;0.14;0.32;1.1
3551;5.7;0.22;0.22;16.65
3552;5.7;0.22;0.22;
3553;5.7;0.22;0.22;16.65
3554;8.1;0.2;0.28;
3555;5.8;0.14;0.15;6.1
3556;4.8;0.21;0.21;10.2
3557;8.1;0.2;0.28;0.9
3558;5.7;0.22;0.22;
3559;7.5;0.34;0.24;3.85
3560;6.6;0.64;0.28;4.4
3561;7.0;0.48;0.12;4.5
3562;7.6;0.37;0.34;3.2
3563;7.0;0.48;0.12;4.5
3564;6.6;0.64;0.28;4.4
3565;8.0;0.25;0.27;9.7
3566;7.6;0.38;0.28;4.2
3567;6.9;0.26;0.27;4.2
3568;7.8;0.15;0.34;1.1
3569;8.0;0.25;0.27;9.7
3570;6.9;0.26;0.27;4.2
3571;5.9;0.655;0.0;5.6
3572;7.6;0.38;0.28;
3573;7.8;0.31;0.4;1.6
3574;8.1;0.17;0.21;1.6
3575;6.8;0.18;0.28;1.1
3576;7.4;0.28;0.36;14.6
3577;7.3;0.23;0.27;2.6
3578;6.7;0.22;0.22;1.2
3579;7.4;0.25;0.28;7.25
3580;7.5;0.3;0.21;6.55
3581;7.2;0.26;0.24;7.0
3582;6.3;0.32;0.32;1.5
3583;7.7;0.24;0.3;1.4
3584;7.4;0.25;0.28;7.25
3585;7.0;0.24;0.35;1.0
3586;5.8;0.28;0.28;4.2
3587;6.8;0.19;0.71;17.5
3588;6.8;0.19;0.71;17.5
3589;6.8;0.19;0.71;17.5
3590;6.6;0.19;0.35;1.5
3591;6.4;0.28;0.36;1.3
3592;5.6;0.28;0.27;3.9
3593;5.6;0.28;0.28;4.2
3594;6.8;0.19;0.32;7.6
3595;7.2;0.16;0.29;1.0
3596;6.6;0.17;0.28;1.1
3597;6.6;0.19;0.28;11.8
3598;5.8;0.2;0.24;1.4
3599;6.6;0.39;0.38;9.7
3600;6.8;0.12;0.3;
3601;6.6;0.295;0.24;
3602;6.6;0.26;0.24;7.2
3603;7.0;0.32;0.27;7.1
3604;7.4;0.36;0.23;1.9
3605;6.7;0.35;0.48;8.8
3606;6.4;0.38;0.24;
3607;6.8;0.14;0.18;1.4
3608;7.0;0.16;0.25;14.3
3609;7.0;0.16;0.25;14.3
3610;6.7;0.35;0.48;8.8
3611;6.8;0.14;0.18;1.4
3612;6.8;0.16;0.18;
3613;7.0;0.16;0.25;14.3
3614;6.4;0.38;0.24;
3615;7.2;0.24;0.3;
3616;7.7;0.32;0.61;11.8
3617;7.0;0.29;0.33;0.9
3618;7.1;0.27;0.24;
3619;6.8;0.45;0.28;26.05
3620;6.3;0.2;0.26;4.7
3621;7.1;0.27;0.24;12.6
3622;7.2;0.24;0.3;1.2
3623;6.8;0.45;0.28;26.05
3624;6.6;0.36;0.28;6.1
3625;7.7;0.32;0.61;11.8
3626;7.0;0.29;0.33;
3627;6.4;0.37;0.2;5.6
3628;6.4;0.38;0.2;5.3
3629;6.4;0.36;0.2;5.7
3630;6.6;0.3;0.25;8.0
3631;6.6;0.3;0.25;8.0
3632;6.5;0.21;0.51;17.6
3633;6.6;0.3;0.25;8.0
3634;7.6;0.31;0.27;8.8
3635;5.8;0.58;0.0;1.5
3636;6.5;0.26;0.39;1.4
3637;8.7;0.3;0.34;4.8
3638;6.4;0.29;0.32;2.4
3639;6.7;0.13;0.32;3.7
3640;6.8;0.19;0.33;4.9
3641;6.0;0.25;0.4;5.7
3642;6.0;0.25;0.4;
3643;6.8;0.19;0.33;4.9
3644;6.4;0.24;0.23;2.0
3645;5.9;0.18;0.28;5.1
3646;7.2;0.33;0.22;4.5
3647;6.4;0.29;0.24;3.2
3648;7.3;0.31;0.25;
3649;7.0;0.29;0.37;1.6
3650;6.9;0.19;0.6;4.0
3651;6.3;0.32;0.17;17.75
3652;6.6;0.085;0.33;1.4
3653;6.3;0.32;0.17;17.75
3654;6.8;0.18;0.32;
3655;6.8;0.52;0.26;5.7
3656;7.1;0.28;0.28;8.5
3657;5.7;0.15;0.47;11.4
3658;5.8;0.275;0.3;5.4
3659;5.4;0.53;0.16;2.7
3660;5.8;0.32;0.28;4.3
3661;6.7;0.22;0.39;1.2
3662;6.1;0.6;0.12;1.8
3663;6.5;0.26;0.31;1.3
3664;5.0;0.29;0.54;5.7
3665;5.4;0.53;0.16;2.7
3666;6.8;0.21;0.26;11.7
3667;5.8;0.32;0.28;4.3
3668;6.5;0.27;0.26;11.0
3669;5.9;0.37;0.32;
3670;6.2;0.21;0.18;11.6
3671;6.8;0.3;0.29;6.2
3672;7.3;0.41;0.29;1.8
3673;5.4;0.3;0.3;1.2
3674;6.6;0.34;0.2;1.0
3675;5.6;0.25;0.19;2.4
3676;5.3;0.3;0.3;1.2
3677;6.9;0.58;0.58;8.2
3678;7.2;0.23;0.25;
3679;7.1;0.2;0.27;9.6
3680;6.8;0.15;0.41;12.9
3681;7.0;0.22;0.26;9.2
3682;6.4;0.16;0.44;1.2
3683;6.8;0.15;0.41;12.9
3684;6.8;0.31;0.3;8.0
3685;6.8;0.15;0.41;12.9
3686;7.6;0.3;0.37;1.6
3687;6.0;0.16;0.27;12.0
3688;7.1;0.21;0.35;2.5
3689;7.0;0.22;0.26;9.2
3690;5.6;0.21;0.24;4.4
3691;7.4;0.22;0.26;8.8
3692;7.1;0.2;0.27;9.6
3693;6.8;0.31;0.3;8.0
3694;7.2;0.23;0.25;18.8
3695;6.4;0.15;0.4;1.3
3696;6.4;0.16;0.44;1.2
3697;6.8;0.15;0.41;12.9
3698;6.3;0.22;0.34;1.2
3699;7.6;0.3;0.37;1.6
3700;7.0;0.3;0.27;1.5
3701;6.6;0.26;0.22;18.15
3702;7.5;0.24;0.31;13.1
3703;7.5;0.24;0.31;13.1
3704;7.5;0.24;0.31;13.1
3705;7.5;0.24;0.31;13.1
3706;6.6;0.15;0.34;1.0
3707;6.7;0.34;0.43;1.6
3708;7.7;0.35;0.46;11.8
3709;6.7;0.31;0.09;1.4
3710;4.7;0.67;0.09;1.0
3711;7.5;0.24;0.31;
3712;6.3;0.2;0.18;10.6
3713;6.6;0.28;0.23;10.4
3714;8.5;0.18;0.3;1.1
3715;6.5;0.35;0.38;7.4
3716;6.8;0.22;0.26;1.2
3717;6.3;0.18;0.24;3.4
3718;6.6;0.26;0.22;
3719;6.6;0.3;0.45;8.0
3720;6.3;0.34;0.27;2.5
3721;7.7;0.3;0.23;2.0
3722;7.7;0.31;0.23;2.0
3723;5.7;0.265;0.28;6.9
3724;5.4;0.255;0.33;1.2
3725;6.6;0.26;0.28;9.4
3726;4.8;0.17;0.28;2.9
3727;5.7;0.265;0.28;6.9
3728;6.2;0.2;0.33;5.4
3729;7.5;0.28;0.41;1.3
3730;6.2;0.22;0.2;20.8
3731;7.0;0.34;0.26;10.3
3732;7.5;0.28;0.41;1.3
3733;6.5;0.19;0.34;1.6
3734;6.0;0.21;0.29;13.1
3735;6.1;0.22;0.46;1.8
3736;6.5;0.32;0.48;8.0
3737;7.1;0.21;0.72;1.6
3738;5.6;0.26;0.18;1.4
3739;7.0;0.15;0.28;14.7
3740;7.0;0.15;0.28;14.7
3741;7.0;0.15;0.28;14.7
3742;7.0;0.15;0.28;14.7
3743;7.0;0.15;0.28;14.7
3744;7.0;0.15;0.28;14.7
3745;7.0;0.15;0.28;14.7
3746;7.4;0.27;0.28;1.8
3747;6.8;0.22;0.3;10.6
3748;6.2;0.24;0.25;
3749;6.3;0.28;0.29;6.8
3750;7.0;0.15;0.28;14.7
3751;5.5;0.17;0.23;2.9
3752;6.5;0.26;0.34;
3753;6.6;0.27;0.33;1.4
3754;5.4;0.46;0.15;2.1
3755;7.8;0.19;0.32;7.4
3756;5.5;0.17;0.23;2.9
3757;6.5;0.26;0.34;1.4
3758;6.6;0.27;0.33;1.4
3759;7.8;0.19;0.32;7.4
3760;7.8;0.2;0.32;5.0
3761;6.1;0.17;0.28;2.5
3762;7.4;0.2;0.35;6.1
3763;6.7;0.39;0.24;2.7
3764;5.4;0.46;0.15;2.1
3765;6.9;0.4;0.17;
3766;6.9;0.4;0.17;12.9
3767;6.9;0.4;0.17;12.9
3768;6.3;0.24;0.29;13.7
3769;6.9;0.4;0.17;12.9
3770;7.4;0.27;0.31;
3771;6.1;0.27;0.28;9.8
3772;6.3;0.24;0.29;13.7
3773;5.0;0.61;0.12;1.3
3774;6.7;0.42;0.39;12.1
3775;6.5;0.33;0.28;
3776;6.9;0.33;0.31;
3777;6.5;0.33;0.28;6.1
3778;6.3;0.15;0.3;1.4
3779;6.5;0.32;0.45;
3780;6.7;0.42;0.39;12.1
3781;7.4;0.25;0.29;6.8
3782;7.6;0.27;0.3;9.2
3783;6.4;0.27;0.45;8.3
3784;6.5;0.25;0.27;17.4
3785;5.6;0.19;0.31;2.7
3786;7.4;0.29;0.48;12.8
